Seller Platform,Seller SKU,Manfacture,Manufacture Code,Product Title,Description,Packaging,Qty,Categories,Product Page URL,Attachment URL,Image URL
Dental City,83-2313RA,Vector ,TT-LAP-MW,Turbo Torque Push Angle Midwest TT-LAP-MW,Direct replacement for Star #61335.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12184/vector-latch-grip-push-button,,https://www.dentalcity.com/CatalogImages/DENLN/18-12184-Product_Primary_Image-400X400.jpg
Dental City,83-2201,Vector ,ERA-MW,Marathon Replacement Head Econ Latch ERA-MW,Fits Midwest™ Shorty™ and Rhino™ Motors.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12208/vector-marathon-replacement-head-econ-latch,,https://www.dentalcity.com/CatalogImages/DENLN/18-12208-Product_Primary_Image-400X400.jpg
Dental City,83-2000M,Vector ,TT-20KM,Turbo-Torque 20K Motor Only TT-20KM,"20,000 rpm motor (E-Type low speed motor, smooth and quiet operation, super durable) 1-yr warranty",,,Handpieces/Low Speed,https://www.dentalcity.com/product/12246/vector-turbo-torque-20k-motor-only,,https://www.dentalcity.com/CatalogImages/DENLN/18-12246-Product_Primary_Image-400X400.jpg
Dental City,83-2412,Vector ,DRA-U,Marathon Deluxe Ball Bear Latch DRA-U,Doriot style contra angle attachments. Fits all  universal straight nose cones.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12203/vector-marathon-deluxe-ball-bear-latch,,https://www.dentalcity.com/CatalogImages/DENLN/18-12203-Product_Primary_Image-400X400.jpg
Dental City,83-259884,Star Dental ,259884,"Star O-Ring Kit For Swivel (2 Large, 2 Small) 259884","This system offers a variety of speed and torque ranges featuring durability, economy, operator comfort and easy chair-side maintenance. Offers variable speed ranges of 5,000-20,000 rpm with custom attachments and precision angles. 360 degree swivel provides operator comfort and quick disconnection of handpiece from tubing. Completely autoclavable, featuring lube-free motors and angles.",,,Handpieces/Low Speed,https://www.dentalcity.com/product/11443/star-dental-o-ring-kit-for-swivel-2-large-2-small,,https://www.dentalcity.com/CatalogImages/DENLN/18-11443-Product_Primary_Image-400X400.jpg
Dental City,83-740000,Dentsply Sirona ,740000,Nupro RDH Hygiene Handpiece Single Pack 740000,"Nupro RDH® Hygiene Handpiece features an ergonomic shape that allows for a more a natural hand positioning. 360° swivel provides excellent access and a non-slip grip provides confidence in performance. Plus, you can personalize your handpiece with removable, autoclavable colored bands.
Features include:

For use with disposable prophy angles
Lighweight (3oz.) and comfortable to use all day
Ergnomic shape and 360° for reduced wrist strain
Non-slip grip
Reduced cord drag
Autoclavable parts for infection control
Fits all 4-hold tubing
2-year warranty

Item includes: 1 Handpiece",,,Handpieces/Low Speed,https://www.dentalcity.com/product/3092/dentsply-sirona-rdh-hygiene-handpiece-single-pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-3092-Product_Primary_Image-400X400.jpg
Dental City,83-ECL3SET,Johnson Promident ,ECL-3SET,Classic Slow Speed Handpiece Set 20K,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/7115/johnson-promident-classic-slow-speed-set,,https://www.dentalcity.com/CatalogImages/DENLN/18-7115-Product_Primary_Image-400X400.jpg
Dental City,83-412001,Young ,412001,Young Nosecone Replacement 412001,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/16158/young-nosecone-replacement,,https://www.dentalcity.com/CatalogImages/DENLN/18-16158-Product_Primary_Image-400X400.jpg
Dental City,83-2300,Vector ,SN-MW,Marathon Straight Nose Cone Midwest SN-MW,Fits Midwest™ Shorty™ and Rhino™ Motors. Direct replacement for Midwest™ #720005.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12211/vector-marathon-midwest-type-straight-nose-cone,,https://www.dentalcity.com/CatalogImages/DENLN/18-12211-Product_Primary_Image-400X400.jpg
Dental City,83-2415,Vector ,DPS-U,Marathon U-Type Deluxe Seal Prophy Head DPS-U,Doriot style contra angle attachments. Fits all  universal straight nose cones.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12213/vector-marathon-u-type-deluxe-seal-prophy-head,,https://www.dentalcity.com/CatalogImages/DENLN/18-12213-Product_Primary_Image-400X400.jpg
Dental City,83-754001,Denticator ,754001,Prophy Pal Silver Nose Cone Only 754001,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/2440/denticator-prophy-pal-silver-nose-cone-only,,https://www.dentalcity.com/CatalogImages/DENLN/18-2440-Product_Primary_Image-400X400.jpg
Dental City,83-413101,Young ,413101,Young Handpiece Gasket 413101,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/18043/young-young-handpiece-gasket,,https://www.dentalcity.com/CatalogImages/DENLN/18-18043-Product_Primary_Image-400X400.jpg
Dental City,83-GTXTC,Vector ,GTXTC,"Gator Torque - XTC Motor Only, 5,000rpm Midwest style connection",,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12178/vector-gator-torque-xtc-motor,,https://www.dentalcity.com/CatalogImages/DENLN/18-12178-Product_Primary_Image-400X400.jpg
Dental City,95-0520,Premier ,5500520,AeroPro Autoclavable Outer Sheath,"AeroPro™ Outer Sheath from Premier® Dental is a sterilizable protective cover that acts as a barrier to the internal handpiece component (motor component).  It also houses the bearings and acts as an interface between a DPA and the motor component.  The autoclavable outer sheath features an on-board user control button (ON/OFF/MODE) for power and rotation speed control.  Get reliable infection prevention while being eco-friendly adn re-usable.
AeroPro™ Cordless Prophy System by Premier® Dental is an ergonomic, cordless and pedal-less handpiece designed with clinician comfort in mind. It is CDC compliant and has a tested and convenient infection prevention protocol that inlcudes an Autoclavable Outer Sheath.
Item includes: 1 Autoclavable Outer Sheath
For more information on AeroPro Cordless Prophy System please go here.","MODE) for power and rotation speed control.  Get reliable infection prevention while being eco-friendly adn re-usable.
AeroPro™ Cordless Prophy System by Premier® Dental is an ergonomic, cordless and pedal-less handpiece designed with clinician comfort in mind. It is CDC compliant and has a tested and convenient infection prevention protocol that inlcudes an Autoclavable Outer Sheath.
Item includes: ",AeroPro™ Outer Sheath from Premier® Dental is a sterilizable protective cover that acts as a barrier to the internal handpiece component (motor component).  It also houses the bearings and acts as an interface between a DPA and the motor component.  The autoclavable outer sheath features an on-board user control button (ON/OFF,Handpieces/Low Speed,https://www.dentalcity.com/product/19130/premier-aeropro-autoclavable-outer-sheath,,https://www.dentalcity.com/CatalogImages/DENLN/18-19130-Product_Primary_Image-400X400.jpg
Dental City,83-TITNC,Johnson Promident ,TITNC,Replacement Nose Cone for Star Titan TITNC,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/7249/johnson-promident-replacement-nose-cone-for-star-titan,,https://www.dentalcity.com/CatalogImages/DENLN/18-7249-Product_Primary_Image-400X400.jpg
Dental City,83-2212,Vector ,TT-EC,Turbo Torque CA Attach 1:1 TT-EC,Attachments for the Turbo Torque Motor Set.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12247/vector-turbo-torque-high-performance-attachments,,https://www.dentalcity.com/CatalogImages/DENLN/18-12247-Product_Primary_Image-400X400.jpg
Dental City,83-740010,Dentsply Sirona ,740010,Nupro RDH Hygiene Handpiece 3/Pack 740010,"Nupro RDH® Hygiene Handpiece features an ergonomic shape that allows for a more a natural hand positioning. 360° swivel provides excellent access and a non-slip grip provides confidence in performance. Plus, you can personalize your handpiece with removable, autoclavable colored bands.,
,Features include:,
,
,For use with disposable prophy angles,
,Lighweight (3oz.) and comfortable to use all day,
,Ergnomic shape and 360° for reduced wrist strain,
,Non-slip grip,
,Reduced cord drag,
,Autoclavable parts for infection control,
,Fits all 4-hold tubing,
,2-year warranty,
,
,Item includes: 3 Handpieces",Pack 740010,3,Handpieces/Low Speed,https://www.dentalcity.com/product/3091/dentsply-sirona-rdh-hygiene-handpiece-3pack,,https://www.dentalcity.com/CatalogImages/DENLN/18-3091-Product_Primary_Image-400X400.jpg
Dental City,83-2308RA,Vector ,KV68,Turbo Torque Contra Angle For Kavo KV68,Premium quality push-button contra angle attachments to fit KaVo contra angle attachments. Made in Germany. Push button bur release.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12249/vector-turbo-torque-push-button-head-attachments-kavo,,https://www.dentalcity.com/CatalogImages/DENLN/18-12249-Product_Primary_Image-400X400.jpg
Dental City,83-05356180,Kavo ,0535.6180,INTRAflex LUX 2 Air Motor System 2320LN,"KaVo INTRAflex™ LUX 2 Air Motor Systems are slow speed handpieces with an ergonomic and compact design that fits KaVo's unique MULTIflex system. Two options available. Use the dropdown menu to make your selection.
Features include:

Made in Germany
EXPERTgrip surface
Changeable KaVo spray microfilter
Ceramic bearings
Washable in thermo disinfection
Sterilizable up to 275°F

Cellular Optic INTRAflex LUX 2 Air Motor System 2320LN (item # 83-05356180)
Specifications:

Contra Angle with Intergrated Motor
Fused glass rod lighting system for no degradation of light quality after sterilization
Transmission 1:1
Speed range up to 35,000 rpm
Cellular optic
Internal air / water coolant
MULTIflex LUX connection
Use at minimum drive air pressure 43 psi (2.9 bar)
Fits INTRA LUX heads
1-year warranty

Cellular Optic INTRAflex LUX 2 Air Motor System 2307LN (item # 83-05356190)
Specifications:

Contra angle with integrated motor
Fused glass rod lighting system for no degradation of light quality after sterilization
Reduction 2:7:1
Speed range up to 13,000 rpm
Cellular optic
Internal air / water coolant
MULTIflex LUX connection
Use at minimum drive air pressure 43 psi (2.9 bar)
Fits INTRA LUX heads
1-year warranty
"," water coolant
MULTIflex LUX connection
Use at minimum drive air pressure ",Internal air ,Handpieces/Low Speed,https://www.dentalcity.com/product/19323/kavo-intraflex-lux-2-air-motor,,https://www.dentalcity.com/CatalogImages/DENLN/18-19323-Product_Primary_Image-400X400.jpg
Dental City,83-2310,Vector ,CA-NK,Marathon 1:1 Contra Angle CA-NK,Fits E-Type NSK Angles.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12201/vector-marathon-11-contra-angle,,https://www.dentalcity.com/CatalogImages/DENLN/18-12201-Product_Primary_Image-400X400.jpg
Dental City,83-2208,Vector ,DRA-NK,Deluxe Ball Bearing Latch Head DRA-NK,Fits NSK Angles.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12141/vector-deluxe-ball-bearing-latch-head,,https://www.dentalcity.com/CatalogImages/DENLN/18-12141-Product_Primary_Image-400X400.jpg
Dental City,83-LETYPE,Johnson Promident ,HSP2210,Nozzle for E-Type Attachments HSP2210	,,,,Handpieces/Low Speed,https://www.dentalcity.com/product/18672/johnson-promident-nozzle-for-e-type-attachments,,https://www.dentalcity.com/CatalogImages/DENLN/18-18672-Product_Primary_Image-400X400.jpg
Dental City,83-178PGT,Dentamerica ,178PGT,Endomax PLUS Cordless Endodontic Handpiece w/ LCD Display 178PGT,, LCD Display 178PGT,Endomax PLUS Cordless Endodontic Handpiece w,Handpieces/Low Speed,https://www.dentalcity.com/product/19659/dentamerica-endomax-plus-cordless-endodontic-handpiece,,https://www.dentalcity.com/CatalogImages/DENLN/18-19659-Product_Primary_Image-400X400.jpg
Dental City,95-8159155,Kerr ,815-1655,Endodontic Contra Angle Push Button 8:1 815-1655,"SybronEndo handpieces are compatible with all manufacturers' E-type couplings and are ideal for TF, K3XF, K3 and Quantec. The Contra Angle 8:1 handpieces have both latch-head and push-button options.",,,Handpieces/Low Speed,https://www.dentalcity.com/product/13520/kerr-endocontic-contra-angles,,https://www.dentalcity.com/CatalogImages/DENLN/18-13520-Product_Primary_Image-400X400.jpg
Dental City,83-2309,Vector ,SN-NK,Marathon Straight Nose Cone SN-NK,Fits Cone E-Type NSK Angles.,,,Handpieces/Low Speed,https://www.dentalcity.com/product/12210/vector-marathon-nsk-type-straight-nose-cone,,https://www.dentalcity.com/CatalogImages/DENLN/18-12210-Product_Primary_Image-400X400.jpg
Dental City,83-CARDH,Johnson Promident ,CA-RDH,Clear Advantage Hygiene Handpiece CA-RDH,"Same design, performance, and warranty as the orginal for just half the price! Lightweight, ergonomic design for better positioning and reduced fatigue. Smooth 360? swivel for better comfort and access. Removable, autoclavable color bands for handpiece identification.",,,Handpieces/Low Speed,https://www.dentalcity.com/product/7116/johnson-promident-clear-advantage-hygiene-handpiece,,https://www.dentalcity.com/CatalogImages/DENLN/18-7116-Product_Primary_Image-400X400.jpg
Dental City,95-90741L03,Dentsply Sirona ,90741L03,Nupro Freedom Cordless Prophy Package 90741L03,"The NUPRO Freedom® Cordless Prophy System Package from Dentsply allows you to control the speed and power of the prophy cup by gently pressing it against the tooth, providing freedom from cords and foot pedals for amore pleasant polishing experience.  Quieter than the traditional air driven hygiene or low speed handpieces with intent to reduce patient stress.
The package includes;

1 Inner Module
1 Charging Base
1 Handpiece Cradle
1 Power Supply
3 Outer Sheaths (autoclavable)
200 NUPRO Freedom® Disposable Prophy Angles
500 disposa-Shield polyethelene barriers
Operator Manual

 
Note: All components of the Nupro Freedom Cordless Prophy System with SmartMode technology, except the disposable prophy angle and  the Cordless Handpiece Inner Module, are warranted for 1 year from the date of purchase against defects arising from faulty materials and workmanship. The Cordless Handpiece Inner Module has a 3-year warranty.",,,Handpieces/Low Speed,https://www.dentalcity.com/product/15826/dentsply-sirona-nupro-freedom-cordless-prophy-package,,https://www.dentalcity.com/CatalogImages/DENLN/18-15826-Product_Primary_Image-400X400.jpg
Dental City,83-05355260,Kavo ,0535.5260,INTRAmatic 181K Air 5000-20000 rpm Motor,"KaVo INTRA™ Air Motors offer superior performance with their lightweight design and clinician-friendly ergonomics. Three different Air Motor models are available. Use the dropdown menu to make your motor selection. Made in Germany.
INTRA 181 H Air Motor (item # 83-05355200)
Specifications:

Non-optic
Speed range up to 20,000 rpm
Forward / reverse speed adjustment
Internal air / water coolant
4-hole connection
Sterilizable
Fits all attachments optic or non-optic with Universal ""E"" type connection
Anti-retraction system
31 - 39 PSI (2.2 - 2.7 bar)
1-year warranty

INTRA LUX 181 L Air Motor (item # 83-05355210)
Specifications:

Optic
Speed range up to 20,000 rpm
Foward / reverse speed adjustment
Internal air / water coolant
6-pin connection
Sterilizable
Fits all attachments optic or non-optic with Universal ""E"" type connection
Anti-retraction system
Use with KaVo LCM
31 - 39 PSI (2.2 - 2.7 bar)
1-year warranty

INTRA 181K Air Motor (item # 83-05355260)
Specifications:

Non-optic
Speed range up to 20,000 rpm
4-hole connection
Forward / reverse speed adjustment
Sterilizable
36 - 44 PSI (2.5 - 3.5 bar)
No water
No chip air
1-year warranty

 "," reverse speed adjustment
Internal air / water coolant
",Forward ,Handpieces/Low Speed,https://www.dentalcity.com/product/19325/kavo-intramatic-air-motor,,https://www.dentalcity.com/CatalogImages/DENLN/18-19325-Product_Primary_Image-400X400.jpg
